V (MPH);J;Pe;Ct;Cp;PWR (HP);Torque (IN.LBF);Thrust (LBF);DIAMETER (IN);PITCH (IN);TYPE;BLADE(nb);COMP;RPM
41.2;0.24;0.5864;0.0605;0.0249;3.789;23.881;20.248;18;5.5;MR;2;12;10000
44.3;0.26;0.6167;0.0574;0.0242;3.677;23.176;19.188;18;5.5;MR;2;12;10000
47.5;0.28;0.6449;0.0541;0.0234;3.552;22.385;18.09;18;5.5;MR;2;12;10000
50.7;0.3;0.671;0.0508;0.0225;3.418;21.542;16.98;18;5.5;MR;2;12;10000
53.8;0.32;0.6947;0.0473;0.0215;3.269;20.603;15.824;18;5.5;MR;2;12;10000
57.0;0.33;0.7152;0.0438;0.0205;3.113;19.62;14.652;18;5.5;MR;2;12;10000
60.1;0.35;0.7326;0.0402;0.0194;2.946;18.567;13.455;18;5.5;MR;2;12;10000
63.3;0.37;0.7461;0.0366;0.0182;2.769;17.449;12.234;18;5.5;MR;2;12;10000
66.5;0.39;0.7543;0.0328;0.017;2.581;16.265;10.981;18;5.5;MR;2;12;10000
69.6;0.41;0.7543;0.029;0.0157;2.388;15.05;9.699;18;5.5;MR;2;12;10000
72.8;0.43;0.7449;0.0251;0.0144;2.188;13.788;8.393;18;5.5;MR;2;12;10000
76.0;0.45;0.7226;0.0211;0.013;1.98;12.476;7.06;18;5.5;MR;2;12;10000
79.1;0.46;0.6816;0.017;0.0116;1.764;11.116;5.696;18;5.5;MR;2;12;10000
82.3;0.48;0.6138;0.0129;0.0101;1.54;9.709;4.308;18;5.5;MR;2;12;10000
85.5;0.5;0.4977;0.0087;0.0087;1.327;8.366;2.899;18;5.5;MR;2;12;10000
88.6;0.52;0.3034;0.0044;0.0075;1.138;7.173;1.461;18;5.5;MR;2;12;10000
91.8;0.54;-0.0063;-0.0001;0.0063;0.961;6.059;-0.025;18;5.5;MR;2;12;10000
0.0;0.0;0.0;0.1001;0.0338;6.831;39.14;40.511;18;5.5;MR;2;12;11000
3.5;0.02;0.0542;0.0978;0.0334;6.755;38.701;39.584;18;5.5;MR;2;12;11000
6.9;0.04;0.1071;0.0954;0.033;6.668;38.207;38.612;18;5.5;MR;2;12;11000
10.4;0.06;0.1587;0.0929;0.0325;6.575;37.67;37.604;18;5.5;MR;2;12;11000
13.9;0.07;0.209;0.0903;0.032;6.471;37.076;36.557;18;5.5;MR;2;12;11000
17.3;0.09;0.258;0.0877;0.0314;6.357;36.423;35.469;18;5.5;MR;2;12;11000
20.8;0.11;0.3056;0.0849;0.0308;6.235;35.725;34.337;18;5.5;MR;2;12;11000
24.3;0.13;0.3517;0.082;0.0302;6.105;34.98;33.164;18;5.5;MR;2;12;11000
27.7;0.15;0.3951;0.0789;0.0296;5.982;34.274;31.939;18;5.5;MR;2;12;11000
31.2;0.17;0.436;0.0759;0.029;5.863;33.591;30.707;18;5.5;MR;2;12;11000
34.7;0.18;0.4747;0.0729;0.0284;5.743;32.907;29.477;18;5.5;MR;2;12;11000
38.2;0.2;0.5111;0.0698;0.0278;5.62;32.202;28.234;18;5.5;MR;2;12;11000
41.6;0.22;0.5452;0.0666;0.0271;5.488;31.446;26.959;18;5.5;MR;2;12;11000
45.1;0.24;0.5769;0.0634;0.0264;5.349;30.646;25.665;18;5.5;MR;2;12;11000
48.6;0.26;0.6062;0.0601;0.0257;5.196;29.773;24.325;18;5.5;MR;2;12;11000
52.0;0.28;0.633;0.0567;0.0249;5.03;28.82;22.951;18;5.5;MR;2;12;11000
55.5;0.3;0.6574;0.0532;0.024;4.849;27.784;21.541;18;5.5;MR;2;12;11000
59.0;0.31;0.679;0.0497;0.023;4.653;26.66;20.095;18;5.5;MR;2;12;11000
62.4;0.33;0.6978;0.046;0.0219;4.44;25.438;18.608;18;5.5;MR;2;12;11000
65.9;0.35;0.713;0.0422;0.0208;4.213;24.137;17.091;18;5.5;MR;2;12;11000
69.4;0.37;0.7222;0.0384;0.0197;3.982;22.813;15.545;18;5.5;MR;2;12;11000
72.8;0.39;0.7216;0.0345;0.0186;3.755;21.512;13.949;18;5.5;MR;2;12;11000
76.3;0.41;0.7162;0.0305;0.0173;3.502;20.064;12.326;18;5.5;MR;2;12;11000
79.8;0.43;0.7015;0.0264;0.016;3.236;18.542;10.671;18;5.5;MR;2;12;11000
83.2;0.44;0.6747;0.0222;0.0146;2.953;16.921;8.976;18;5.5;MR;2;12;11000
86.7;0.46;0.6272;0.0179;0.0132;2.672;15.311;7.248;18;5.5;MR;2;12;11000
90.2;0.48;0.5461;0.0136;0.012;2.42;13.865;5.495;18;5.5;MR;2;12;11000
93.6;0.5;0.4302;0.0092;0.0106;2.149;12.315;3.703;18;5.5;MR;2;12;11000
97.1;0.52;0.2883;0.0048;0.0086;1.735;9.94;1.931;18;5.5;MR;2;12;11000
100.6;0.54;-0.0039;0.0;0.0068;1.372;7.861;-0.02;18;5.5;MR;2;12;11000
0.0;0.0;0.0;0.1047;0.0394;10.357;54.394;50.426;18;5.5;MR;2;12;12000
3.8;0.02;0.0483;0.103;0.0393;10.328;54.244;49.592;18;5.5;MR;2;12;12000
7.5;0.04;0.0952;0.1011;0.0392;10.284;54.015;48.671;18;5.5;MR;2;12;12000
11.3;0.06;0.1408;0.0991;0.0389;10.23;53.727;47.71;18;5.5;MR;2;12;12000
15.1;0.07;0.1851;0.0969;0.0386;10.143;53.272;46.651;18;5.5;MR;2;12;12000
18.9;0.09;0.228;0.0942;0.0381;10.012;52.587;45.375;18;5.5;MR;2;12;12000
22.6;0.11;0.2694;0.0914;0.0376;9.865;51.811;44.03;18;5.5;MR;2;12;12000
26.4;0.13;0.3092;0.0885;0.0369;9.703;50.959;42.604;18;5.5;MR;2;12;12000
30.2;0.15;0.3474;0.0854;0.0363;9.526;50.033;41.119;18;5.5;MR;2;12;12000
34.0;0.17;0.3838;0.0822;0.0356;9.339;49.048;39.587;18;5.5;MR;2;12;12000
37.7;0.18;0.4183;0.079;0.0348;9.144;48.027;38.021;18;5.5;MR;2;12;12000
41.5;0.2;0.4511;0.0756;0.034;8.933;46.918;36.411;18;5.5;MR;2;12;12000
45.3;0.22;0.4823;0.0722;0.0331;8.704;45.716;34.771;18;5.5;MR;2;12;12000
49.0;0.24;0.5115;0.0687;0.0322;8.455;44.405;33.07;18;5.5;MR;2;12;12000
52.8;0.26;0.5391;0.0651;0.0312;8.189;43.009;31.344;18;5.5;MR;2;12;12000
56.6;0.28;0.565;0.0614;0.0301;7.902;41.504;29.585;18;5.5;MR;2;12;12000
60.4;0.3;0.5886;0.0577;0.0289;7.595;39.892;27.774;18;5.5;MR;2;12;12000
64.1;0.31;0.6096;0.0538;0.0277;7.272;38.196;25.921;18;5.5;MR;2;12;12000
67.9;0.33;0.6242;0.0499;0.0265;6.972;36.62;24.033;18;5.5;MR;2;12;12000
71.7;0.35;0.6316;0.0459;0.0255;6.696;35.167;22.125;18;5.5;MR;2;12;12000
75.5;0.37;0.634;0.0418;0.0243;6.389;33.556;20.131;18;5.5;MR;2;12;12000
79.2;0.39;0.6289;0.0376;0.0232;6.084;31.956;18.113;18;5.5;MR;2;12;12000
83.0;0.41;0.6168;0.0333;0.0219;5.758;30.243;16.047;18;5.5;MR;2;12;12000
86.8;0.42;0.5959;0.0289;0.0206;5.405;28.389;13.92;18;5.5;MR;2;12;12000
90.5;0.44;0.5594;0.0244;0.0193;5.068;26.619;11.742;18;5.5;MR;2;12;12000
94.3;0.46;0.5057;0.0198;0.018;4.733;24.86;9.518;18;5.5;MR;2;12;12000
98.1;0.48;0.4979;0.0157;0.0151;3.973;20.865;7.562;18;5.5;MR;2;12;12000
101.9;0.5;0.3299;0.0101;0.0152;4.005;21.036;4.864;18;5.5;MR;2;12;12000
105.6;0.52;0.1944;0.0051;0.0136;3.575;18.774;2.467;18;5.5;MR;2;12;12000
109.4;0.53;-0.001;0.0;0.0122;3.206;16.838;-0.011;18;5.5;MR;2;12;12000
0.0;0.0;0.0;0.1034;0.0422;14.104;68.378;58.417;18;5.5;MR;2;12;13000
4.0;0.02;0.0436;0.1019;0.0422;14.093;68.323;57.588;18;5.5;MR;2;12;13000
8.0;0.04;0.0861;0.1003;0.0421;14.062;68.176;56.675;18;5.5;MR;2;12;13000
12.0;0.05;0.1252;0.0955;0.0413;13.805;66.928;53.965;18;5.5;MR;2;12;13000
16.0;0.07;0.1673;0.0966;0.0418;13.944;67.603;54.599;18;5.5;MR;2;12;13000
20.0;0.09;0.2061;0.0945;0.0414;13.841;67.105;53.428;18;5.5;MR;2;12;13000
24.0;0.11;0.2442;0.0921;0.0409;13.664;66.245;52.066;18;5.5;MR;2;12;13000
28.0;0.13;0.2806;0.0892;0.0402;13.436;65.14;50.434;18;5.5;MR;2;12;13000
32.0;0.14;0.3156;0.0861;0.0394;13.172;63.86;48.66;18;5.5;MR;2;12;13000
36.0;0.16;0.3491;0.0828;0.0386;12.887;62.478;46.803;18;5.5;MR;2;12;13000
40.0;0.18;0.3809;0.0794;0.0377;12.584;61.011;44.889;18;5.5;MR;2;12;13000
44.1;0.2;0.4111;0.076;0.0367;12.266;59.468;42.923;18;5.5;MR;2;12;13000
48.1;0.22;0.4394;0.0724;0.0357;11.93;57.838;40.907;18;5.5;MR;2;12;13000
52.1;0.23;0.4659;0.0688;0.0347;11.58;56.142;38.865;18;5.5;MR;2;12;13000
56.1;0.25;0.4905;0.065;0.0335;11.202;54.31;36.754;18;5.5;MR;2;12;13000
60.1;0.27;0.5128;0.0612;0.0324;10.811;52.415;34.611;18;5.5;MR;2;12;13000
64.1;0.29;0.5325;0.0574;0.0312;10.407;50.456;32.436;18;5.5;MR;2;12;13000
68.1;0.31;0.5477;0.0536;0.03;10.035;48.651;30.271;18;5.5;MR;2;12;13000
72.1;0.33;0.5574;0.0496;0.029;9.676;46.909;28.054;18;5.5;MR;2;12;13000
76.1;0.34;0.5608;0.0456;0.0279;9.329;45.228;25.782;18;5.5;MR;2;12;13000
80.1;0.36;0.5593;0.0415;0.0268;8.95;43.393;23.439;18;5.5;MR;2;12;13000
84.1;0.38;0.5527;0.0372;0.0256;8.533;41.367;21.028;18;5.5;MR;2;12;13000
88.1;0.4;0.5389;0.0328;0.0242;8.086;39.2;18.546;18;5.5;MR;2;12;13000
92.1;0.42;0.514;0.0283;0.0229;7.65;37.086;16.007;18;5.5;MR;2;12;13000
96.1;0.43;0.478;0.0238;0.0216;7.203;34.919;13.432;18;5.5;MR;2;12;13000
100.1;0.45;0.4304;0.0191;0.0201;6.709;32.526;10.814;18;5.5;MR;2;12;13000
104.1;0.47;0.3635;0.0143;0.0184;6.159;29.859;8.063;18;5.5;MR;2;12;13000
108.1;0.49;0.2801;0.0094;0.0163;5.446;26.405;5.291;18;5.5;MR;2;12;13000
112.1;0.51;0.17;0.0048;0.0142;4.749;23.025;2.7;18;5.5;MR;2;12;13000
116.1;0.52;0.0967;0.0025;0.0135;4.508;21.857;1.408;18;5.5;MR;2;12;13000
0.0;0.0;0.0;0.1165;0.0477;0.006;0.128;0.219;9;4.5;MR;2;13;3000
0.7;0.03;0.063;0.1153;0.0482;0.006;0.13;0.217;9;4.5;MR;2;13;3000
1.3;0.05;0.1231;0.1139;0.0488;0.006;0.131;0.214;9;4.5;MR;2;13;3000
2.0;0.08;0.1804;0.1123;0.0493;0.006;0.133;0.211;9;4.5;MR;2;13;3000
2.7;0.11;0.2346;0.1106;0.0497;0.006;0.134;0.208;9;4.5;MR;2;13;3000
3.4;0.13;0.286;0.1086;0.0501;0.006;0.135;0.204;9;4.5;MR;2;13;3000
4.0;0.16;0.3345;0.1064;0.0503;0.006;0.136;0.2;9;4.5;MR;2;13;3000
4.7;0.18;0.3802;0.1038;0.0504;0.006;0.136;0.195;9;4.5;MR;2;13;3000
5.4;0.21;0.4229;0.1009;0.0503;0.006;0.136;0.19;9;4.5;MR;2;13;3000
6.1;0.24;0.4626;0.0977;0.0501;0.006;0.135;0.184;9;4.5;MR;2;13;3000
6.7;0.26;0.4992;0.0943;0.0498;0.006;0.134;0.177;9;4.5;MR;2;13;3000
7.4;0.29;0.5328;0.0907;0.0494;0.006;0.133;0.171;9;4.5;MR;2;13;3000
8.1;0.32;0.5632;0.087;0.0489;0.006;0.132;0.164;9;4.5;MR;2;13;3000
8.8;0.34;0.5904;0.0833;0.0483;0.006;0.13;0.157;9;4.5;MR;2;13;3000
9.4;0.37;0.6148;0.0794;0.0477;0.006;0.128;0.149;9;4.5;MR;2;13;3000
10.1;0.4;0.6366;0.0752;0.0467;0.006;0.126;0.141;9;4.5;MR;2;13;3000
10.8;0.42;0.6558;0.0708;0.0455;0.006;0.123;0.133;9;4.5;MR;2;13;3000
11.5;0.45;0.6725;0.0662;0.0442;0.006;0.119;0.125;9;4.5;MR;2;13;3000
12.1;0.47;0.6867;0.0615;0.0425;0.005;0.115;0.116;9;4.5;MR;2;13;3000
12.8;0.5;0.6985;0.0567;0.0406;0.005;0.11;0.107;9;4.5;MR;2;13;3000
13.5;0.53;0.7079;0.0517;0.0385;0.005;0.104;0.097;9;4.5;MR;2;13;3000
14.2;0.55;0.7146;0.0465;0.036;0.005;0.097;0.087;9;4.5;MR;2;13;3000
14.8;0.58;0.7183;0.0411;0.0332;0.004;0.089;0.077;9;4.5;MR;2;13;3000
15.5;0.61;0.7175;0.0356;0.0301;0.004;0.081;0.067;9;4.5;MR;2;13;3000
16.2;0.63;0.7098;0.0299;0.0267;0.003;0.072;0.056;9;4.5;MR;2;13;3000
16.9;0.66;0.6912;0.0241;0.023;0.003;0.062;0.045;9;4.5;MR;2;13;3000
17.5;0.69;0.6519;0.0182;0.0192;0.002;0.052;0.034;9;4.5;MR;2;13;3000
18.2;0.71;0.5699;0.0122;0.0153;0.002;0.041;0.023;9;4.5;MR;2;13;3000
18.9;0.74;0.3958;0.0061;0.0114;0.001;0.031;0.012;9;4.5;MR;2;13;3000
19.6;0.76;-0.0049;0.0;0.0078;0.001;0.021;0.0;9;4.5;MR;2;13;3000
0.0;0.0;0.0;0.1166;0.0476;0.014;0.228;0.39;9;4.5;MR;2;13;4000
0.9;0.03;0.062;0.1154;0.0482;0.015;0.231;0.386;9;4.5;MR;2;13;4000
1.8;0.05;0.1212;0.114;0.0487;0.015;0.233;0.381;9;4.5;MR;2;13;4000
2.6;0.08;0.1776;0.1125;0.0492;0.015;0.236;0.376;9;4.5;MR;2;13;4000
3.5;0.1;0.2311;0.1108;0.0497;0.015;0.238;0.37;9;4.5;MR;2;13;4000
4.4;0.13;0.2818;0.1088;0.05;0.015;0.24;0.364;9;4.5;MR;2;13;4000
5.3;0.16;0.3296;0.1066;0.0503;0.015;0.241;0.357;9;4.5;MR;2;13;4000
6.2;0.18;0.3747;0.1042;0.0504;0.015;0.241;0.348;9;4.5;MR;2;13;4000
7.1;0.21;0.417;0.1014;0.0504;0.015;0.241;0.339;9;4.5;MR;2;13;4000
7.9;0.23;0.4563;0.0984;0.0503;0.015;0.241;0.329;9;4.5;MR;2;13;4000
8.8;0.26;0.4928;0.0951;0.05;0.015;0.24;0.318;9;4.5;MR;2;13;4000
9.7;0.28;0.5263;0.0916;0.0496;0.015;0.238;0.306;9;4.5;MR;2;13;4000
10.6;0.31;0.5569;0.0879;0.049;0.015;0.235;0.294;9;4.5;MR;2;13;4000
11.5;0.34;0.5847;0.0839;0.0483;0.015;0.231;0.28;9;4.5;MR;2;13;4000
12.4;0.36;0.6095;0.0797;0.0474;0.014;0.227;0.267;9;4.5;MR;2;13;4000
13.2;0.39;0.6314;0.0755;0.0464;0.014;0.222;0.252;9;4.5;MR;2;13;4000
14.1;0.41;0.6508;0.0711;0.0453;0.014;0.217;0.238;9;4.5;MR;2;13;4000
15.0;0.44;0.6676;0.0665;0.0439;0.013;0.21;0.223;9;4.5;MR;2;13;4000
15.9;0.47;0.682;0.0619;0.0423;0.013;0.203;0.207;9;4.5;MR;2;13;4000
16.8;0.49;0.6939;0.0571;0.0405;0.012;0.194;0.191;9;4.5;MR;2;13;4000
17.7;0.52;0.7034;0.052;0.0383;0.012;0.184;0.174;9;4.5;MR;2;13;4000
18.5;0.54;0.7104;0.0469;0.0359;0.011;0.172;0.157;9;4.5;MR;2;13;4000
19.4;0.57;0.7145;0.0415;0.0331;0.01;0.159;0.139;9;4.5;MR;2;13;4000
20.3;0.6;0.7142;0.036;0.03;0.009;0.144;0.12;9;4.5;MR;2;13;4000
21.2;0.62;0.7074;0.0303;0.0266;0.008;0.127;0.101;9;4.5;MR;2;13;4000
22.1;0.65;0.6902;0.0244;0.0229;0.007;0.11;0.082;9;4.5;MR;2;13;4000
23.0;0.67;0.6537;0.0184;0.019;0.006;0.091;0.062;9;4.5;MR;2;13;4000
23.8;0.7;0.5738;0.0124;0.0151;0.005;0.072;0.041;9;4.5;MR;2;13;4000
24.7;0.73;0.3998;0.0062;0.0113;0.003;0.054;0.021;9;4.5;MR;2;13;4000
25.6;0.75;-0.0042;0.0;0.0076;0.002;0.036;0.0;9;4.5;MR;2;13;4000
0.0;0.0;0.0;0.1168;0.0478;0.028;0.358;0.61;9;4.5;MR;2;13;5000
1.1;0.03;0.0612;0.1156;0.0484;0.029;0.362;0.604;9;4.5;MR;2;13;5000
2.2;0.05;0.1197;0.1143;0.0489;0.029;0.366;0.597;9;4.5;MR;2;13;5000
3.3;0.08;0.1754;0.1127;0.0493;0.029;0.369;0.589;9;4.5;MR;2;13;5000
4.4;0.1;0.2284;0.111;0.0498;0.03;0.372;0.58;9;4.5;MR;2;13;5000
5.5;0.13;0.2787;0.1091;0.0501;0.03;0.375;0.57;9;4.5;MR;2;13;5000
6.5;0.15;0.3263;0.1069;0.0503;0.03;0.377;0.559;9;4.5;MR;2;13;5000
7.6;0.18;0.3711;0.1045;0.0504;0.03;0.377;0.546;9;4.5;MR;2;13;5000
8.7;0.2;0.4132;0.1017;0.0504;0.03;0.377;0.531;9;4.5;MR;2;13;5000
9.8;0.23;0.4524;0.0987;0.0502;0.03;0.376;0.516;9;4.5;MR;2;13;5000
10.9;0.26;0.4888;0.0954;0.05;0.03;0.374;0.499;9;4.5;MR;2;13;5000
12.0;0.28;0.5224;0.092;0.0496;0.029;0.371;0.48;9;4.5;MR;2;13;5000
13.1;0.31;0.553;0.0882;0.049;0.029;0.367;0.461;9;4.5;MR;2;13;5000
14.2;0.33;0.5809;0.0843;0.0483;0.029;0.361;0.44;9;4.5;MR;2;13;5000
15.3;0.36;0.6058;0.0801;0.0474;0.028;0.355;0.419;9;4.5;MR;2;13;5000
16.4;0.38;0.6279;0.0759;0.0464;0.028;0.347;0.397;9;4.5;MR;2;13;5000
17.4;0.41;0.6473;0.0715;0.0452;0.027;0.338;0.374;9;4.5;MR;2;13;5000
18.5;0.44;0.6643;0.067;0.0439;0.026;0.328;0.35;9;4.5;MR;2;13;5000
19.6;0.46;0.6788;0.0623;0.0423;0.025;0.317;0.326;9;4.5;MR;2;13;5000
20.7;0.49;0.6908;0.0575;0.0405;0.024;0.303;0.301;9;4.5;MR;2;13;5000
